"member","transaction_id","sale_date","product"
2927,7179,2014-04-17,"beverages"
2927,7179,2014-04-17,"fruit/vegetable juice"
2927,7180,2014-09-01,"packaged fruit/vegetables"
2927,7180,2014-09-01,"popcorn"
2927,7181,2014-12-11,"jam"
2927,7181,2014-12-11,"house keeping products"
2927,7182,2015-02-03,"frozen vegetables"
2927,7182,2015-02-03,"citrus fruit"
2928,7183,2014-11-04,"beef"
2928,7183,2014-11-04,"brown bread"
2928,7183,2014-11-04,"frozen fish"
2928,7184,2014-12-12,"chocolate"
2928,7184,2014-12-12,"frozen fish"
2928,7185,2015-02-11,"pork"
2928,7185,2015-02-11,"root vegetables"
2928,7186,2015-09-22,"frankfurter"
2928,7186,2015-09-22,"frozen meals"
2929,7187,2014-09-24,"yogurt"
2929,7187,2014-09-24,"bathroom cleaner"
2929,7188,2014-10-22,"cleaner"
2929,7188,2014-10-22,"pastry"
2930,7189,2014-02-14,"bottled water"
2930,7189,2014-02-14,"curd"
2930,7190,2014-04-03,"other vegetables"
2930,7190,2014-04-03,"fruit/vegetable juice"
2930,7190,2014-04-03,"coffee"
2930,7191,2014-04-25,"soda"
2930,7191,2014-04-25,"other vegetables"
2930,7192,2015-03-23,"other vegetables"
2930,7192,2015-03-23,"whole milk"
2930,7192,2015-03-23,"soda"
2930,7192,2015-03-23,"oil"
2930,7192,2015-03-23,"pastry"
2930,7192,2015-03-23,"fruit/vegetable juice"
2930,7192,2015-03-23,"newspapers"
2931,7193,2014-07-05,"pip fruit"
2931,7193,2014-07-05,"domestic eggs"
2931,7193,2014-07-05,"seasonal products"
2932,7194,2014-06-22,"whole milk"
2932,7194,2014-06-22,"tropical fruit"
2932,7194,2014-06-22,"cat food"
2932,7195,2014-11-10,"whole milk"
2932,7195,2014-11-10,"rolls/buns"
2932,7195,2014-11-10,"waffles"
2932,7196,2015-01-22,"sausage"
2932,7196,2015-01-22,"root vegetables"
2932,7196,2015-01-22,"bottled beer"
2932,7196,2015-01-22,"butter"
2932,7196,2015-01-22,"whole milk"
2932,7196,2015-01-22,"newspapers"
2932,7196,2015-01-22,"yogurt"
2932,7197,2015-03-20,"sausage"
2932,7197,2015-03-20,"whole milk"
2932,7197,2015-03-20,"detergent"
2932,7197,2015-03-20,"rolls/buns"
2933,7198,2014-08-01,"soda"
2933,7198,2014-08-01,"seasonal products"
2933,7199,2015-04-06,"tropical fruit"
2933,7199,2015-04-06,"pip fruit"
2933,7199,2015-04-06,"herbs"
2933,7199,2015-04-06,"yogurt"
2933,7199,2015-04-06,"bottled water"
2933,7199,2015-04-06,"sweet spreads"
2934,7200,2014-03-22,"whole milk"
2934,7200,2014-03-22,"fruit/vegetable juice"
2934,7201,2014-10-30,"tropical fruit"
2934,7201,2014-10-30,"butter milk"
2934,7202,2015-05-11,"root vegetables"
2934,7202,2015-05-11,"whipped/sour cream"
2934,7202,2015-05-11,"chocolate"
2934,7203,2015-09-13,"bottled beer"
2934,7203,2015-09-13,"UHT-milk"
2935,7204,2014-01-03,"rolls/buns"
2935,7204,2014-01-03,"processed cheese"
2935,7205,2014-02-04,"pastry"
2935,7205,2014-02-04,"bottled water"
2935,7206,2014-04-21,"whole milk"
2935,7206,2014-04-21,"whipped/sour cream"
2935,7206,2014-04-21,"frozen vegetables"
2935,7207,2015-01-09,"other vegetables"
2935,7207,2015-01-09,"canned beer"
2935,7207,2015-01-09,"newspapers"
2936,7208,2014-03-07,"onions"
2936,7208,2014-03-07,"newspapers"
2936,7208,2014-03-07,"newspapers"
2936,7209,2015-06-08,"ham"
2936,7209,2015-06-08,"domestic eggs"
2937,7210,2014-01-10,"rolls/buns"
2937,7210,2014-01-10,"pastry"
2937,7211,2014-04-24,"sausage"
2937,7211,2014-04-24,"yogurt"
2937,7211,2014-04-24,"dishes"
2937,7212,2014-08-02,"pork"
2937,7212,2014-08-02,"rolls/buns"
2937,7213,2014-10-06,"dishes"
2937,7213,2014-10-06,"shopping bags"
2937,7213,2014-10-06,"brown bread"
2937,7213,2014-10-06,"white bread"
2937,7214,2015-06-17,"photo/film"
2937,7214,2015-06-17,"chewing gum"
2937,7215,2015-06-20,"dessert"
2937,7215,2015-06-20,"whole milk"
2937,7216,2015-07-31,"whole milk"
2937,7216,2015-07-31,"other vegetables"
2938,7217,2014-03-23,"curd"
2938,7217,2014-03-23,"butter milk"
2938,7218,2015-06-06,"whole milk"
2938,7218,2015-06-06,"pasta"
2938,7218,2015-06-06,"whipped/sour cream"
2938,7219,2015-06-25,"liquor (appetizer)"
2938,7219,2015-06-25,"tropical fruit"
2939,7220,2014-10-22,"tropical fruit"
2939,7220,2014-10-22,"bottled water"
2939,7221,2014-11-02,"bottled water"
2939,7221,2014-11-02,"grapes"
2939,7222,2015-08-03,"root vegetables"
2939,7222,2015-08-03,"whole milk"
2939,7222,2015-08-03,"bottled water"
2939,7222,2015-08-03,"canned vegetables"
2940,7223,2014-01-11,"citrus fruit"
2940,7223,2014-01-11,"sliced cheese"
2940,7224,2015-05-21,"canned beer"
2940,7224,2015-05-21,"detergent"
2940,7224,2015-05-21,"root vegetables"
2940,7224,2015-05-21,"root vegetables"
2940,7224,2015-05-21,"butter milk"
2940,7225,2015-10-18,"frankfurter"
2940,7225,2015-10-18,"rolls/buns"
2940,7226,2015-11-07,"yogurt"
2940,7226,2015-11-07,"whole milk"
2941,7227,2014-01-27,"rolls/buns"
2941,7227,2014-01-27,"berries"
2941,7228,2014-04-15,"whole milk"
2941,7228,2014-04-15,"bottled water"
2941,7229,2014-06-13,"bottled water"
2941,7229,2014-06-13,"beverages"
2941,7230,2015-02-23,"dessert"
2941,7230,2015-02-23,"brown bread"
2941,7231,2015-09-26,"other vegetables"
2941,7231,2015-09-26,"yogurt"
2941,7232,2015-10-03,"hamburger meat"
2941,7232,2015-10-03,"other vegetables"
2942,7233,2014-08-17,"citrus fruit"
2942,7233,2014-08-17,"cream cheese "
2942,7233,2014-08-17,"waffles"
2942,7234,2014-10-31,"butter"
2942,7234,2014-10-31,"domestic eggs"
2942,7235,2015-02-01,"sausage"
2942,7235,2015-02-01,"pork"
2942,7235,2015-02-01,"brown bread"
2942,7235,2015-02-01,"waffles"
2942,7235,2015-02-01,"whole milk"
2942,7235,2015-02-01,"flower (seeds)"
2942,7235,2015-02-01,"oil"
2943,7236,2014-01-01,"whole milk"
2943,7236,2014-01-01,"flower (seeds)"
2943,7237,2014-06-30,"hamburger meat"
2943,7237,2014-06-30,"pastry"
2943,7238,2014-09-11,"chocolate marshmallow"
2943,7238,2014-09-11,"canned beer"
2943,7239,2015-06-20,"sausage"
2943,7239,2015-06-20,"cocoa drinks"
2944,7240,2014-07-31,"beverages"
2944,7240,2014-07-31,"specialty fat"
2944,7241,2014-09-13,"dog food"
2944,7241,2014-09-13,"bottled beer"
2944,7242,2014-12-19,"frozen vegetables"
2944,7242,2014-12-19,"newspapers"
2944,7243,2015-02-01,"tropical fruit"
2944,7243,2015-02-01,"sausage"
2944,7243,2015-02-01,"beef"
2944,7243,2015-02-01,"yogurt"
2944,7243,2015-02-01,"long life bakery product"
2944,7243,2015-02-01,"yogurt"
2944,7243,2015-02-01,"cream cheese "
2944,7243,2015-02-01,"processed cheese"
2945,7244,2014-11-16,"citrus fruit"
2945,7244,2014-11-16,"frozen meals"
2945,7245,2015-07-19,"chicken"
2945,7245,2015-07-19,"pastry"
2945,7245,2015-07-19,"waffles"
2946,7246,2014-01-09,"onions"
2946,7246,2014-01-09,"white wine"
2946,7247,2014-09-14,"cream cheese "
2946,7247,2014-09-14,"whipped/sour cream"
2946,7248,2014-09-20,"rolls/buns"
2946,7248,2014-09-20,"specialty cheese"
2946,7248,2014-09-20,"domestic eggs"
2946,7249,2014-09-29,"canned vegetables"
2946,7249,2014-09-29,"white bread"
2946,7250,2014-11-19,"citrus fruit"
2946,7250,2014-11-19,"margarine"
2946,7251,2015-05-24,"frankfurter"
2946,7251,2015-05-24,"napkins"
2946,7252,2015-10-07,"soda"
2946,7252,2015-10-07,"pip fruit"
2946,7252,2015-10-07,"pasta"
2946,7253,2015-11-04,"chicken"
2946,7253,2015-11-04,"hygiene articles"
2947,7254,2014-03-03,"bottled water"
2947,7254,2014-03-03,"cream cheese "
2947,7255,2015-04-28,"ham"
2947,7255,2015-04-28,"tropical fruit"
2947,7255,2015-04-28,"bottled beer"
2947,7256,2015-07-16,"sausage"
2947,7256,2015-07-16,"yogurt"
2948,7257,2014-04-11,"whole milk"
2948,7257,2014-04-11,"detergent"
2948,7258,2014-07-20,"yogurt"
2948,7258,2014-07-20,"shopping bags"
2948,7259,2015-06-16,"frankfurter"
2948,7259,2015-06-16,"yogurt"
2948,7260,2015-06-19,"organic sausage"
2948,7260,2015-06-19,"other vegetables"
2948,7260,2015-06-19,"hard cheese"
2948,7260,2015-06-19,"bottled water"
2949,7261,2014-03-25,"bottled water"
2949,7261,2014-03-25,"bottled water"
2949,7262,2014-06-01,"pork"
2949,7262,2014-06-01,"other vegetables"
2949,7262,2014-06-01,"shopping bags"
2950,7263,2014-02-03,"semi-finished bread"
2950,7263,2014-02-03,"soda"
2950,7263,2014-02-03,"shopping bags"
2950,7263,2014-02-03,"long life bakery product"
2950,7264,2014-04-28,"liquor"
2950,7264,2014-04-28,"whole milk"
2950,7265,2014-10-17,"whole milk"
2950,7265,2014-10-17,"margarine"
2950,7266,2014-11-18,"canned beer"
2950,7266,2014-11-18,"other vegetables"
2950,7267,2015-02-07,"frankfurter"
2950,7267,2015-02-07,"whole milk"
2950,7268,2015-10-10,"coffee"
2950,7268,2015-10-10,"bottled water"
2950,7268,2015-10-10,"roll products "
2951,7269,2014-12-30,"whole milk"
2951,7269,2014-12-30,"frozen vegetables"
2951,7269,2014-12-30,"soda"
2951,7270,2015-09-05,"citrus fruit"
2951,7270,2015-09-05,"yogurt"
2951,7271,2015-12-22,"curd"
2951,7271,2015-12-22,"domestic eggs"
2952,7272,2014-01-12,"hamburger meat"
2952,7272,2014-01-12,"whipped/sour cream"
2952,7272,2014-01-12,"sugar"
2952,7272,2014-01-12,"newspapers"
2952,7273,2014-04-22,"canned beer"
2952,7273,2014-04-22,"hygiene articles"
2952,7274,2014-09-24,"sugar"
2952,7274,2014-09-24,"skin care"
2952,7275,2015-08-11,"citrus fruit"
2952,7275,2015-08-11,"bottled beer"
2952,7275,2015-08-11,"butter milk"
2952,7276,2015-11-25,"frankfurter"
2952,7276,2015-11-25,"whole milk"
2952,7276,2015-11-25,"shopping bags"
2952,7276,2015-11-25,"rolls/buns"
2953,7277,2015-01-04,"packaged fruit/vegetables"
2953,7277,2015-01-04,"frozen fruits"
2953,7277,2015-01-04,"rolls/buns"
2954,7278,2014-05-28,"fruit/vegetable juice"
2954,7278,2014-05-28,"soda"
2954,7279,2014-07-17,"root vegetables"
2954,7279,2014-07-17,"rolls/buns"
2954,7279,2014-07-17,"fruit/vegetable juice"
2954,7280,2015-06-05,"sausage"
2954,7280,2015-06-05,"brown bread"
2955,7281,2014-03-21,"sausage"
2955,7281,2014-03-21,"sliced cheese"
2955,7282,2014-06-07,"hamburger meat"
2955,7282,2014-06-07,"soda"
2955,7282,2014-06-07,"pastry"
2955,7282,2014-06-07,"newspapers"
2955,7283,2014-08-10,"sausage"
2955,7283,2014-08-10,"pastry"
2955,7284,2014-11-30,"root vegetables"
2955,7284,2014-11-30,"candles"
2955,7285,2015-06-05,"canned beer"
2955,7285,2015-06-05,"soda"
2955,7285,2015-06-05,"white bread"
2955,7286,2015-06-06,"tropical fruit"
2955,7286,2015-06-06,"whole milk"
2956,7287,2014-05-03,"rolls/buns"
2956,7287,2014-05-03,"chocolate"
2956,7288,2014-07-22,"soda"
2956,7288,2014-07-22,"other vegetables"
2956,7288,2014-07-22,"frozen vegetables"
2956,7289,2014-08-07,"butter milk"
2956,7289,2014-08-07,"yogurt"
2956,7290,2014-10-23,"other vegetables"
2956,7290,2014-10-23,"cream cheese "
2956,7291,2015-12-02,"rolls/buns"
2956,7291,2015-12-02,"bottled water"
2957,7292,2014-02-26,"fruit/vegetable juice"
2957,7292,2014-02-26,"seasonal products"
2957,7293,2014-05-24,"frozen vegetables"
2957,7293,2014-05-24,"margarine"
2957,7294,2014-06-06,"shopping bags"
2957,7294,2014-06-06,"other vegetables"
2957,7295,2014-12-21,"bottled water"
2957,7295,2014-12-21,"bottled beer"
2957,7296,2015-04-12,"frankfurter"
2957,7296,2015-04-12,"bottled beer"
2957,7297,2015-09-19,"sausage"
2957,7297,2015-09-19,"UHT-milk"
2957,7297,2015-09-19,"candles"
2957,7297,2015-09-19,"chewing gum"
2957,7297,2015-09-19,"bottled beer"
2957,7297,2015-09-19,"artif. sweetener"
2957,7297,2015-09-19,"butter"
2957,7298,2015-11-27,"photo/film"
2957,7298,2015-11-27,"grapes"
2958,7299,2014-03-11,"soda"
2958,7299,2014-03-11,"candy"
2958,7300,2014-04-27,"butter"
2958,7300,2014-04-27,"softener"
2958,7301,2014-12-17,"bottled water"
2958,7301,2014-12-17,"chocolate"
2958,7302,2015-01-27,"onions"
2958,7302,2015-01-27,"tropical fruit"
2958,7303,2015-06-14,"rolls/buns"
2958,7303,2015-06-14,"hamburger meat"
2960,7304,2014-03-11,"UHT-milk"
2960,7304,2014-03-11,"shopping bags"
2960,7305,2014-09-03,"frozen meals"
2960,7305,2014-09-03,"canned beer"
2960,7306,2014-10-27,"whipped/sour cream"
2960,7306,2014-10-27,"fruit/vegetable juice"
2960,7307,2014-11-14,"other vegetables"
2960,7307,2014-11-14,"berries"
2960,7308,2014-11-28,"misc. beverages"
2960,7308,2014-11-28,"dishes"
2960,7309,2015-02-17,"finished products"
2960,7309,2015-02-17,"pastry"
2960,7310,2015-06-21,"citrus fruit"
2960,7310,2015-06-21,"salty snack"
2960,7311,2015-08-31,"berries"
2960,7311,2015-08-31,"tropical fruit"
2960,7311,2015-08-31,"rolls/buns"
2960,7311,2015-08-31,"pastry"
2960,7311,2015-08-31,"rolls/buns"
2960,7311,2015-08-31,"whole milk"
2960,7311,2015-08-31,"frozen vegetables"
2960,7312,2015-12-19,"whole milk"
2960,7312,2015-12-19,"tropical fruit"
2960,7312,2015-12-19,"other vegetables"
2960,7312,2015-12-19,"yogurt"
2960,7312,2015-12-19,"domestic eggs"
2961,7313,2014-03-14,"pastry"
2961,7313,2014-03-14,"shopping bags"
2961,7314,2014-07-31,"onions"
2961,7314,2014-07-31,"canned fruit"
2961,7315,2014-12-13,"spread cheese"
2961,7315,2014-12-13,"coffee"
2961,7315,2014-12-13,"domestic eggs"
2961,7316,2015-05-27,"frankfurter"
2961,7316,2015-05-27,"frozen potato products"
2961,7316,2015-05-27,"newspapers"
2961,7316,2015-05-27,"softener"
2961,7316,2015-05-27,"abrasive cleaner"
2961,7317,2015-07-21,"soda"
2961,7317,2015-07-21,"canned beer"
2961,7317,2015-07-21,"white bread"
2961,7317,2015-07-21,"berries"
2961,7318,2015-11-16,"frankfurter"
2961,7318,2015-11-16,"chocolate"
2961,7318,2015-11-16,"mayonnaise"
2961,7318,2015-11-16,"oil"
2962,7319,2014-06-07,"root vegetables"
2962,7319,2014-06-07,"brown bread"
2962,7320,2014-07-29,"soda"
2962,7320,2014-07-29,"pastry"
2962,7321,2015-03-01,"bottled water"
2962,7321,2015-03-01,"tropical fruit"
2962,7321,2015-03-01,"domestic eggs"
2962,7322,2015-04-26,"citrus fruit"
2962,7322,2015-04-26,"long life bakery product"
2963,7323,2014-03-01,"pickled vegetables"
2963,7323,2014-03-01,"bottled water"
2963,7324,2014-05-27,"citrus fruit"
2963,7324,2014-05-27,"frozen vegetables"
2964,7325,2014-02-04,"candy"
2964,7325,2014-02-04,"curd"
2964,7326,2014-09-22,"tropical fruit"
2964,7326,2014-09-22,"UHT-milk"
2964,7327,2014-10-03,"oil"
2964,7327,2014-10-03,"male cosmetics"
2964,7328,2015-02-05,"frankfurter"
2964,7328,2015-02-05,"hard cheese"
2964,7329,2015-08-11,"finished products"
2964,7329,2015-08-11,"ice cream"
2964,7329,2015-08-11,"tropical fruit"
2964,7329,2015-08-11,"whole milk"
2965,7330,2014-01-04,"dessert"
2965,7330,2014-01-04,"white bread"
2965,7330,2014-01-04,"salty snack"
2965,7330,2014-01-04,"cat food"
2965,7331,2014-06-07,"newspapers"
2965,7331,2014-06-07,"coffee"
2966,7332,2014-10-08,"other vegetables"
2966,7332,2014-10-08,"whole milk"
2966,7332,2014-10-08,"pudding powder"
2966,7332,2014-10-08,"cream cheese "
2966,7333,2014-11-26,"pork"
2966,7333,2014-11-26,"long life bakery product"
2967,7334,2014-01-23,"canned beer"
2967,7334,2014-01-23,"flower (seeds)"
2967,7335,2014-05-27,"whole milk"
2967,7335,2014-05-27,"oil"
2967,7336,2015-02-06,"yogurt"
2967,7336,2015-02-06,"domestic eggs"
2968,7337,2015-10-17,"soda"
2968,7337,2015-10-17,"shopping bags"
2969,7338,2014-04-13,"frankfurter"
2969,7338,2014-04-13,"processed cheese"
2969,7339,2015-08-24,"hygiene articles"
2969,7339,2015-08-24,"canned fish"
2969,7340,2015-09-28,"frozen meals"
2969,7340,2015-09-28,"other vegetables"
2969,7341,2015-12-08,"packaged fruit/vegetables"
2969,7341,2015-12-08,"waffles"
2970,7342,2014-11-11,"other vegetables"
2970,7342,2014-11-11,"other vegetables"
2970,7342,2014-11-11,"canned fish"
2970,7342,2014-11-11,"chewing gum"
2970,7343,2015-12-30,"turkey"
2970,7343,2015-12-30,"meat"
2970,7343,2015-12-30,"rolls/buns"
2971,7344,2014-03-04,"napkins"
2971,7344,2014-03-04,"cocoa drinks"
2971,7344,2014-03-04,"shopping bags"
2971,7345,2014-07-12,"rolls/buns"
2971,7345,2014-07-12,"fruit/vegetable juice"
2971,7346,2015-01-27,"coffee"
2971,7346,2015-01-27,"hamburger meat"
2972,7347,2014-02-19,"frankfurter"
2972,7347,2014-02-19,"margarine"
2972,7348,2015-05-21,"whole milk"
2972,7348,2015-05-21,"UHT-milk"
2972,7348,2015-05-21,"canned beer"
2972,7348,2015-05-21,"whole milk"
2972,7348,2015-05-21,"coffee"
2972,7348,2015-05-21,"house keeping products"
2972,7348,2015-05-21,"other vegetables"
2972,7348,2015-05-21,"pip fruit"
2973,7349,2014-07-31,"yogurt"
2973,7349,2014-07-31,"semi-finished bread"
2973,7349,2014-07-31,"flour"
2973,7350,2014-10-21,"napkins"
2973,7350,2014-10-21,"waffles"
2973,7351,2014-10-26,"beverages"
2973,7351,2014-10-26,"soda"
2973,7352,2014-10-31,"domestic eggs"
2973,7352,2014-10-31,"sliced cheese"
2973,7353,2014-12-13,"whole milk"
2973,7353,2014-12-13,"white bread"
2973,7353,2014-12-13,"frozen vegetables"
2974,7354,2014-01-01,"berries"
2974,7354,2014-01-01,"whipped/sour cream"
2974,7354,2014-01-01,"bottled water"
2974,7355,2014-05-24,"tropical fruit"
2974,7355,2014-05-24,"frozen vegetables"
2974,7356,2014-09-02,"pastry"
2974,7356,2014-09-02,"waffles"
2974,7357,2015-12-26,"herbs"
2974,7357,2015-12-26,"packaged fruit/vegetables"
2975,7358,2014-03-27,"root vegetables"
2975,7358,2014-03-27,"flower (seeds)"
2975,7359,2014-10-25,"canned beer"
2975,7359,2014-10-25,"other vegetables"
2975,7359,2014-10-25,"fruit/vegetable juice"
2975,7360,2015-01-28,"liver loaf"
2975,7360,2015-01-28,"pasta"
2975,7360,2015-01-28,"grapes"
2975,7360,2015-01-28,"other vegetables"
2975,7361,2015-10-09,"canned beer"
2975,7361,2015-10-09,"fruit/vegetable juice"
2975,7362,2015-10-24,"rolls/buns"
2975,7362,2015-10-24,"cream cheese "
2976,7363,2014-09-20,"newspapers"
2976,7363,2014-09-20,"other vegetables"
2976,7363,2014-09-20,"shopping bags"
2976,7364,2015-06-02,"dessert"
2976,7364,2015-06-02,"citrus fruit"
2977,7365,2014-11-26,"processed cheese"
2977,7365,2014-11-26,"waffles"
2977,7366,2015-01-03,"rolls/buns"
2977,7366,2015-01-03,"UHT-milk"
2977,7367,2015-04-14,"other vegetables"
2977,7367,2015-04-14,"chicken"
2977,7367,2015-04-14,"popcorn"
2977,7367,2015-04-14,"margarine"
2977,7368,2015-11-16,"chicken"
2977,7368,2015-11-16,"other vegetables"
2977,7368,2015-11-16,"pastry"
2977,7368,2015-11-16,"onions"
2978,7369,2014-08-27,"pasta"
2978,7369,2014-08-27,"pot plants"
2978,7369,2014-08-27,"liquor"
2978,7370,2015-05-09,"sausage"
2978,7370,2015-05-09,"meat"
2978,7370,2015-05-09,"beverages"
2978,7370,2015-05-09,"UHT-milk"
2978,7370,2015-05-09,"frozen dessert"
2978,7370,2015-05-09,"sugar"
2978,7371,2015-06-05,"ham"
2978,7371,2015-06-05,"chicken"
2978,7371,2015-06-05,"condensed milk"
2978,7371,2015-06-05,"other vegetables"
2978,7371,2015-06-05,"whipped/sour cream"
2978,7372,2015-06-27,"whole milk"
2978,7372,2015-06-27,"hygiene articles"
2978,7373,2015-11-25,"chewing gum"
2978,7373,2015-11-25,"other vegetables"
2978,7373,2015-11-25,"pip fruit"
2979,7374,2014-08-25,"pip fruit"
2979,7374,2014-08-25,"whole milk"
2979,7375,2014-11-03,"domestic eggs"
2979,7375,2014-11-03,"domestic eggs"
2979,7376,2015-07-17,"sausage"
2979,7376,2015-07-17,"sliced cheese"
2979,7376,2015-07-17,"ice cream"
2979,7376,2015-07-17,"long life bakery product"
2979,7377,2015-08-09,"rum"
2979,7377,2015-08-09,"onions"
2980,7378,2014-01-17,"other vegetables"
2980,7378,2014-01-17,"bottled beer"
2980,7378,2014-01-17,"cleaner"
2980,7379,2014-11-27,"whole milk"
2980,7379,2014-11-27,"shopping bags"
2980,7380,2015-04-27,"bottled beer"
2980,7380,2015-04-27,"butter milk"
2981,7381,2014-06-05,"fruit/vegetable juice"
2981,7381,2014-06-05,"canned beer"
2981,7382,2015-03-10,"UHT-milk"
2981,7382,2015-03-10,"whole milk"
2981,7383,2015-05-11,"whole milk"
2981,7383,2015-05-11,"chocolate"
2981,7383,2015-05-11,"pickled vegetables"
2981,7384,2015-12-03,"onions"
2981,7384,2015-12-03,"whole milk"
2982,7385,2014-01-05,"coffee"
2982,7385,2014-01-05,"sugar"
2982,7386,2014-06-15,"rolls/buns"
2982,7386,2014-06-15,"hard cheese"
2982,7387,2014-10-22,"tropical fruit"
2982,7387,2014-10-22,"margarine"
2982,7388,2015-06-14,"canned beer"
2982,7388,2015-06-14,"soda"
2982,7389,2015-06-25,"citrus fruit"
2982,7389,2015-06-25,"frankfurter"
2982,7389,2015-06-25,"yogurt"
2982,7389,2015-06-25,"ice cream"
2983,7390,2014-02-28,"tropical fruit"
2983,7390,2014-02-28,"specialty chocolate"
2983,7391,2015-09-11,"flour"
2983,7391,2015-09-11,"soda"
2984,7392,2014-04-22,"canned beer"
2984,7392,2014-04-22,"pastry"
2984,7393,2014-07-07,"whole milk"
2984,7393,2014-07-07,"pickled vegetables"
2984,7393,2014-07-07,"soda"
2984,7394,2014-09-25,"butter"
2984,7394,2014-09-25,"cake bar"
2984,7394,2014-09-25,"ice cream"
2984,7394,2014-09-25,"fruit/vegetable juice"
2984,7395,2015-02-24,"citrus fruit"
2984,7395,2015-02-24,"mustard"
2985,7396,2015-01-05,"tropical fruit"
2985,7396,2015-01-05,"chicken"
2985,7396,2015-01-05,"soda"
2985,7396,2015-01-05,"soda"
2985,7397,2015-05-29,"citrus fruit"
2985,7397,2015-05-29,"whole milk"
2986,7398,2014-03-28,"pork"
2986,7398,2014-03-28,"other vegetables"
2986,7399,2014-11-03,"whole milk"
2986,7399,2014-11-03,"soda"
2986,7400,2014-11-05,"UHT-milk"
2986,7400,2014-11-05,"newspapers"
2986,7400,2014-11-05,"bottled water"
2986,7401,2015-01-11,"sausage"
2986,7401,2015-01-11,"other vegetables"
2986,7401,2015-01-11,"chicken"
2986,7401,2015-01-11,"waffles"
2986,7401,2015-01-11,"root vegetables"
2986,7401,2015-01-11,"bottled beer"
2986,7401,2015-01-11,"butter"
2986,7401,2015-01-11,"whipped/sour cream"
2986,7402,2015-05-19,"margarine"
2986,7402,2015-05-19,"whole milk"
2987,7403,2014-04-16,"misc. beverages"
2987,7403,2014-04-16,"coffee"
2988,7404,2015-10-14,"bottled beer"
2988,7404,2015-10-14,"yogurt"
2989,7405,2014-03-25,"whole milk"
2989,7405,2014-03-25,"bottled beer"
2989,7406,2014-09-10,"citrus fruit"
2989,7406,2014-09-10,"flour"
2989,7407,2015-01-06,"beef"
2989,7407,2015-01-06,"pip fruit"
2989,7408,2015-01-30,"whole milk"
2989,7408,2015-01-30,"pet care"
2989,7408,2015-01-30,"herbs"
2989,7408,2015-01-30,"soda"
2989,7408,2015-01-30,"cat food"
2989,7408,2015-01-30,"whole milk"
2990,7409,2014-03-30,"rolls/buns"
2990,7409,2014-03-30,"long life bakery product"
2990,7410,2014-04-24,"turkey"
2990,7410,2014-04-24,"curd"
2990,7410,2014-04-24,"sugar"
2990,7411,2014-05-31,"cream cheese "
2990,7411,2014-05-31,"UHT-milk"
2990,7412,2014-07-16,"turkey"
2990,7412,2014-07-16,"kitchen towels"
2990,7413,2014-08-15,"packaged fruit/vegetables"
2990,7413,2014-08-15,"long life bakery product"
2990,7414,2015-05-23,"whole milk"
2990,7414,2015-05-23,"chocolate"
2990,7414,2015-05-23,"rolls/buns"
2990,7414,2015-05-23,"brown bread"
2990,7415,2015-06-29,"frankfurter"
2990,7415,2015-06-29,"pastry"
2990,7415,2015-06-29,"canned beer"
2990,7415,2015-06-29,"pastry"
2990,7416,2015-07-11,"grapes"
2990,7416,2015-07-11,"meat spreads"
2990,7416,2015-07-11,"domestic eggs"
2990,7417,2015-08-12,"beef"
2990,7417,2015-08-12,"specialty bar"
2991,7418,2014-03-01,"root vegetables"
2991,7418,2014-03-01,"soda"
2991,7418,2014-03-01,"waffles"
2991,7419,2014-03-27,"butter milk"
2991,7419,2014-03-27,"whole milk"
2991,7420,2014-04-22,"UHT-milk"
2991,7420,2014-04-22,"specialty cheese"
2991,7420,2014-04-22,"shopping bags"
2991,7421,2014-04-30,"tropical fruit"
2991,7421,2014-04-30,"salt"
2991,7422,2015-02-16,"whole milk"
2991,7422,2015-02-16,"root vegetables"
2992,7423,2015-11-09,"pip fruit"
2992,7423,2015-11-09,"pet care"
2992,7423,2015-11-09,"bottled water"
2993,7424,2014-06-24,"yogurt"
2993,7424,2014-06-24,"shopping bags"
2993,7425,2014-07-08,"other vegetables"
2993,7425,2014-07-08,"butter milk"
2993,7425,2014-07-08,"chewing gum"
2993,7425,2014-07-08,"specialty chocolate"
2993,7426,2014-08-16,"chewing gum"
2993,7426,2014-08-16,"misc. beverages"
2993,7427,2014-10-23,"onions"
2993,7427,2014-10-23,"domestic eggs"
2993,7427,2014-10-23,"waffles"
2993,7428,2014-11-17,"beef"
2993,7428,2014-11-17,"napkins"
2993,7429,2015-05-05,"long life bakery product"
2993,7429,2015-05-05,"napkins"
2994,7430,2014-04-30,"curd"
2994,7430,2014-04-30,"curd"
2994,7430,2014-04-30,"rolls/buns"
2994,7431,2014-07-12,"whole milk"
2994,7431,2014-07-12,"yogurt"
2994,7431,2014-07-12,"long life bakery product"
2995,7432,2014-03-19,"specialty chocolate"
2995,7432,2014-03-19,"bottled water"
2995,7433,2015-02-18,"dessert"
2995,7433,2015-02-18,"shopping bags"
2995,7433,2015-02-18,"flour"
2996,7434,2014-04-29,"coffee"
2996,7434,2014-04-29,"butter milk"
2996,7435,2014-08-30,"whipped/sour cream"
2996,7435,2014-08-30,"house keeping products"
2996,7436,2014-09-17,"bottled beer"
2996,7436,2014-09-17,"candy"
2996,7437,2015-01-08,"domestic eggs"
2996,7437,2015-01-08,"other vegetables"
2996,7438,2015-05-19,"berries"
